regions(hg38),enhancer_activity_REF_1,enhancer_activity_REF_2,enhancer_activity_REF_3,enhancer_activity_REF_4,enhancer_activity_ALT_1,enhancer_activity_ALT_2,enhancer_activity_ALT_3,enhancer_activity_ALT_4,REF,ALT,Coding,Active_REF,Active_ALT,qvalue,pvalue,fold,"final_sig(1 DA enhancer; 2 IA enhancer, 0=no change)"
chr22:48504084-48504255,0.18778493,0.07385196,0.0613926,0.08337749,0.64892403,0.73256879,0.71036799,0.56311077,0.6637429,0.10160175,FALSE,1,1,0.00079458,3.59E-05,-0.5621412,0
chr22:49785394-49785565,0.24175545,0.34319979,0.25833928,0.21474034,-0.3035956,-0.2944924,-0.1884357,-0.0531504,-0.2099185,0.26450871,FALSE,0,1,0.00710692,0.00139943,0.47442724,0
chr22:49801718-49801889,0.09210736,0.10534148,0.04067188,0.04750143,0.03462051,0.15409437,-0.0741805,0.06215786,0.04417306,0.07140554,FALSE,0,1,0.70629993,0.61493856,0.02723248,0
chr22:50173866-50174037,0.59993764,0.71645899,0.74635221,0.54218727,0.0818338,-0.2741904,-0.1176849,-0.1167302,-0.1066929,0.65123403,FALSE,0,1,0.00262632,0.00027674,0.75792694,2
chr22:50284468-50284639,0.14337816,0.30307152,0.5860636,0.34991471,0.07254365,-0.0626933,-0.2226393,-0.1137188,-0.0816269,0.345607,FALSE,0,1,0.03071229,0.01065052,0.42723392,0
chr22:50505043-50505214,0.17774843,0.01276109,0.03389379,0.09409834,-0.0901691,-0.160822,0.10375209,-0.0122359,-0.0398687,0.07962541,FALSE,0,0,0.21943308,0.13584916,0.11949414,0
chr22:50570127-50570298,0.13005387,0.24699581,0.26120607,0.10543645,0.47611196,0.57409267,0.43932675,0.38807065,0.46940051,0.18592305,FALSE,1,1,0.01009344,0.00229005,-0.2834775,0
chr22:50584293-50584460,0.15737118,0.07255873,-0.0751042,0.09108315,-0.2412546,0.09614537,0.04334237,0.21194907,0.02754554,0.06147722,FALSE,0,0,0.83042333,0.76761981,0.03393168,0
chr22:50689019-50689190,-0.843953,-1.1052507,-1.1016839,-0.8181986,0.30195345,0.23488014,0.35654915,0.20542147,0.27470105,-0.9672715,FALSE,1,0,0.00157513,0.00011731,-1.2419726,1
chr2:25231412-25231583,0.3739155,0.19356865,0.00099526,0.19838207,-0.0630281,0.17712422,0.14905975,0.07769681,0.08521317,0.19171537,FALSE,0,1,0.40942094,0.30123639,0.1065022,0
chr2:25878144-25878315,-0.2213025,-0.2780052,-0.4020469,-0.29446,-0.01915,0.0554189,0.05583853,-0.0021784,0.02248226,-0.2989536,FALSE,0,0,0.00582534,0.00102081,-0.3214359,0
chr2:26033659-26033830,0.48900152,0.46845392,0.68830387,0.54648402,-1.2317364,-0.966073,-1.1033119,-1.0877989,-1.09723,0.54806083,FALSE,0,1,9.90E-05,5.71E-07,1.64529088,2
chr2:265567-265738,-0.3626106,0.02927123,-0.2005177,-0.4649328,0.01586446,0.25174281,0.12763195,0.17500954,0.14256219,-0.2496975,FALSE,0,0,0.06334006,0.02751503,-0.3922597,0
chr2:26693279-26693450,0.55192434,0.48720606,0.52545156,0.44973131,-0.1500036,-0.2793331,-0.376412,-0.1951267,-0.2502189,0.50357832,FALSE,0,1,0.00162224,0.00012568,0.75379718,2
chr2:27089995-27090166,-0.149045,-0.2227975,-0.1166885,-0.1796209,0.17743016,0.12473939,0.02453977,0.02531339,0.08800568,-0.167038,FALSE,1,0,0.01037186,0.00236518,-0.2550437,0
chr2:27091108-27091279,0.41039192,0.17257022,0.38987895,0.38635112,-1.0417232,-0.9289843,-1.3490243,-0.9508234,-1.0676388,0.33979805,FALSE,0,1,0.00118693,7.39E-05,1.40743683,2
chr2:27122029-27122200,0.84941115,0.66347338,0.85791207,0.88156909,0.07529293,-0.0057864,-0.231086,-0.0591518,-0.0551828,0.81309142,FALSE,0,1,0.0010544,6.15E-05,0.86827425,2
chr2:27335741-27335912,0.04490441,0.18768386,0.14963621,0.09730592,0.43065844,0.18720529,0.14655955,0.12006595,0.22112231,0.1198826,FALSE,1,1,0.36647715,0.26085196,-0.1012397,0
chr2:27336603-27336774,-2.8516239,-2.7025396,-2.476088,-2.5435378,0.3942226,0.2445418,0.50273138,0.41464684,0.38903565,-2.6434473,FALSE,1,0,9.43E-05,5.87E-07,-3.032483,1
chr2:27411601-27411772,0.32803422,-0.1186085,0.11385322,0.25524508,-0.050965,-0.5290046,-0.0708782,-0.0426858,-0.1733834,0.14463101,FALSE,0,0,0.15431521,0.08631973,0.31801441,0
chr2:27441741-27441912,0.22053368,0.19989736,-0.0569393,0.04408861,-0.4017406,-0.391282,-0.2208508,-0.2049011,-0.3046936,0.10189509,FALSE,0,0,0.01338163,0.00338783,0.40658872,0
chr2:27590589-27590760,-0.1181156,0.0985124,-0.0854783,0.0424004,0.12778123,0.1365508,0.1389752,0.36161837,0.1912314,-0.0156703,FALSE,1,0,0.07803828,0.03600521,-0.2069017,0
chr2:27785393-27785564,-0.2995703,-0.0165094,-0.2481563,-0.169835,-0.146829,0.23345184,-0.1849588,-0.1818591,-0.0700488,-0.1835178,FALSE,0,0,0.49477597,0.38388774,-0.113469,0
chr2:28684498-28684669,0.50659061,-0.0113831,0.39718881,0.40133951,-0.3991263,-0.0644932,-0.1169263,-0.3385456,-0.2297729,0.32343397,FALSE,0,1,0.02780623,0.00937987,0.55320683,0
chr2:28886850-28887021,-0.1480244,0.06628509,-0.0936278,0.04467532,-2.0394771,-1.9704722,-1.985751,-2.133381,-2.0322704,-0.0326729,FALSE,0,0,6.79E-05,2.66E-07,1.99959742,0
chr2:28956856-28957027,0.16041351,0.28517766,-0.1676175,0.10310795,0.38324734,0.19751328,0.23120247,0.16230697,0.24356751,0.09527039,FALSE,1,0,0.33327045,0.23176013,-0.1482971,0
chr2:30238246-30238417,0.03919573,0.20479269,-0.2371074,-0.1082539,-0.5606583,-0.5524212,-0.7982453,-0.3894303,-0.5751888,-0.0253432,FALSE,0,0,0.0179084,0.00512436,0.54984555,0
chr2:31302753-31302924,-0.3409409,-0.5133243,-0.593568,-0.5055428,-0.2313823,-0.0016295,-0.0386506,-0.2708698,-0.135633,-0.488344,FALSE,0,0,0.02276791,0.00710283,-0.352711,0
chr2:32952807-32952978,-0.8307587,-0.6420454,-0.5352358,-0.3158367,-0.059799,-0.0338242,-0.162783,-0.227529,-0.1209838,-0.5809692,FALSE,0,0,0.04321383,0.01663987,-0.4599854,0
chr2:32976785-32976956,-0.1460656,-0.0317142,-0.0795809,-0.1888195,-0.486404,0.09616418,-0.191086,-0.1371294,-0.1796138,-0.1115451,FALSE,0,0,0.70879218,0.618089,0.06806873,0
chr2:32983553-32983724,-0.3653267,-0.4907168,-0.4628466,-0.3897594,-0.1121168,-0.1914356,-0.123173,-0.268674,-0.1738498,-0.4271624,FALSE,0,0,0.00863234,0.00184311,-0.2533126,0
chr2:3627163-3627334,-0.2216319,-0.2995709,-0.4029565,-0.3117163,-0.0921342,-0.1881548,-0.2440431,-0.0838518,-0.152046,-0.3089689,FALSE,0,0,0.06174305,0.02655079,-0.1569229,0
chr2:3652807-3652971,-0.2248581,-0.1426729,-0.1227724,-0.2029881,0.07771432,0.05678085,-0.0296177,0.05741878,0.04057406,-0.1733229,FALSE,0,0,0.00486893,0.0007533,-0.2138969,0
chr2:37344941-37345112,0.64624431,0.5364064,0.81624207,0.6377913,-1.0355789,-0.9378583,-0.8559738,-1.0769415,-0.9765881,0.65917102,FALSE,0,1,0.00011686,8.62E-07,1.63575914,2
chr2:37503444-37503615,0.33204116,0.15454407,0.34721027,0.41364125,0.42270523,-0.3457751,-0.1934056,-0.3886819,-0.1262893,0.31185919,FALSE,0,1,0.16995717,0.09796932,0.43814852,0
chr2:38145712-38145883,-0.2769561,-0.1427576,-0.0371741,-0.0766085,0.3509652,-0.1903092,0.20487062,-0.2005915,0.04123379,-0.1333741,FALSE,0,0,0.41905549,0.31016097,-0.1746079,0
chr2:38602040-38602211,-0.0941951,-0.1279068,0.07705496,-0.0154145,-0.2503374,-0.227253,-0.0924982,-0.1050855,-0.1687935,-0.0401154,FALSE,0,0,0.14643796,0.08069788,0.12867816,0
chr2:38977094-38977265,-0.1673499,-0.0404872,-0.3461191,-0.4877564,-0.2525875,-0.2729516,0.05143191,-0.3598303,-0.2084843,-0.2604281,FALSE,0,0,0.78268162,0.70995377,-0.0519438,0
chr2:39112675-39112846,-0.2988879,-0.0978067,-0.4096959,-0.2316796,0.38043473,0.41200109,0.3769689,0.14474673,0.32853786,-0.2595175,FALSE,1,0,0.00428563,0.00061463,-0.5880554,1
chr2:40373687-40373858,0.25772165,0.25849031,0.30669523,0.35079278,0.68150903,0.63458643,0.50537949,0.45702555,0.56962513,0.29342499,FALSE,1,1,0.02573223,0.00838359,-0.2762001,0
chr2:40398218-40398389,0.45612501,-0.3043684,0.341069,0.08350146,-0.0203559,0.28704035,0.16511104,0.13305778,0.14121333,0.14408176,FALSE,0,0,0.99243149,0.98808374,0.00286843,0
chr2:40403243-40403414,0.16204161,-0.081694,0.0369475,0.11991493,-0.4463363,-0.1297697,0.20060666,-0.1586441,-0.1335359,0.05930252,FALSE,0,0,0.35254339,0.24890197,0.19283841,0
chr2:40405108-40405279,0.0081643,0.17267097,0.21100213,-0.0272879,-0.0905102,-0.1158584,-0.3710383,0.23254941,-0.0862144,0.09113737,FALSE,0,0,0.36641799,0.26089434,0.17735172,0
chr2:40478013-40478184,-0.1560905,-0.4032728,-0.4512047,-0.2018416,0.62591848,0.41379955,0.57937874,0.26189411,0.47024772,-0.3031024,FALSE,1,0,0.00349445,0.00045604,-0.7733501,1
chr2:4128704-4128875,0.08831602,0.13079388,0.00604105,0.206439,-0.1026086,-0.0696121,-0.1125956,-0.1387579,-0.1058935,0.10789749,FALSE,0,0,0.02990462,0.01028079,0.21379103,0
chr2:41852382-41852553,-0.0122517,0.00413424,0.49641665,0.02089057,0.40089046,0.19557146,0.24841644,0.11461486,0.2398733,0.12729744,FALSE,1,0,0.56098934,0.45440525,-0.1125759,0
chr2:41929292-41929463,-0.2393067,-0.3339905,-0.3316118,-0.032695,-0.3681483,-0.3427375,-0.2232037,-0.3296808,-0.3159426,-0.234401,FALSE,0,0,0.46260363,0.35049931,0.08154158,0
chr2:42045875-42046046,-0.362427,0.25694494,0.03973408,-0.0347016,0.17948304,-0.1101945,0.03583123,-0.0539613,0.01278962,-0.0251124,FALSE,0,0,0.85637144,0.80305802,-0.037902,0
chr2:42046497-42046668,0.28080549,-0.0096762,-0.1553117,0.18947868,0.49742559,0.04593441,0.4594897,0.16852132,0.29284275,0.07632407,FALSE,1,0,0.28986036,0.19361897,-0.2165187,0
chr2:43041579-43041750,0.0474661,0.09143917,-0.2898518,-0.0492419,-0.2367642,-0.2435993,-0.0119437,-0.0896061,-0.1454783,-0.0500471,FALSE,0,0,0.50306392,0.39252209,0.09543123,0
chr2:43135582-43135753,0.21094784,-0.1469381,-0.1916049,-0.312165,-0.123292,-0.0378419,-0.0622179,0.05638905,-0.0417407,-0.1099401,FALSE,0,0,0.69160405,0.59863537,-0.0681993,0
chr2:43345481-43345652,0.42723066,0.46178643,0.33273826,0.40727894,0.38181872,0.05812534,0.3916747,0.27332028,0.27623476,0.40725857,FALSE,1,1,0.28673741,0.19100401,0.13102381,0
chr2:43788477-43788648,0.47880059,0.52511214,0.33197712,0.48306142,-0.3972809,0.05603454,-0.0492614,-0.1834359,-0.1434859,0.45473782,FALSE,0,1,0.01663738,0.00464558,0.59822374,2
chr2:45669808-45669979,0.0194789,0.21262374,0.09264505,-0.0325809,0.22010893,0.28159166,0.25069875,0.27821808,0.25765435,0.07304169,FALSE,1,0,0.07783892,0.03589528,-0.1846127,0
chr2:45691106-45691277,0.0199797,0.5138845,0.17583022,0.11420931,0.75832846,0.50060301,0.21917742,0.64059312,0.5296755,0.20597594,FALSE,1,0,0.15535798,0.08708214,-0.3236996,0
chr2:46334266-46334437,0.18829606,0.13690434,0.32558546,0.04104328,-0.6150975,-0.5211222,-0.5199064,-0.6292479,-0.5713435,0.17295729,FALSE,0,1,0.00221329,0.00021025,0.74430078,2
chr2:46529808-46529979,-0.2802719,0.0260214,-0.1424304,-0.0180744,0.04180307,-0.2308089,-0.0094704,-0.028042,-0.0566295,-0.1036888,FALSE,0,0,0.71273362,0.62481283,-0.0470593,0
chr2:46548764-46548935,-0.2399223,-0.1744569,-0.0972343,0.04950043,0.14744721,0.15690545,0.21211884,0.21745533,0.18348171,-0.1155283,FALSE,1,0,0.03692661,0.01351223,-0.29901,0
chr2:46548772-46548943,0.278237,0.07087722,0.10669816,0.18190711,0.19764213,0.05247514,0.01722206,0.17278435,0.11003092,0.15942987,FALSE,0,1,0.57409132,0.46793009,0.04939895,0
chr2:46882226-46882397,0.07142741,0.02515478,-0.0544703,0.24039276,-0.4362803,0.13667276,-0.1881354,0.10450906,-0.0958085,0.07062616,FALSE,0,0,0.43193782,0.32248436,0.16643463,0
chr2:46981761-46981932,0.3296224,0.04444414,0.33465358,0.20134566,0.29167344,0.20389863,-0.1339766,-0.0725017,0.07227345,0.22751645,FALSE,0,1,0.36998381,0.26462757,0.155243,0
chr2:47410476-47410647,0.20227559,-0.1967126,0.14782305,0.06318651,-1.6799087,-1.7444622,-1.3597556,-1.4254557,-1.5523956,0.05414313,FALSE,0,0,0.00054916,1.70E-05,1.60653868,0
chr2:47710345-47710516,-0.0577641,-0.1118338,-0.2706769,-0.1205017,-0.9239603,-1.0386596,-0.9099137,-0.8351959,-0.9269323,-0.1401941,FALSE,0,0,0.0005264,1.55E-05,0.7867382,0
chr2:47905039-47905210,-0.0076299,-0.073819,-0.0264244,-0.0492667,0.13916838,-0.2405969,-0.0983062,-0.0366084,-0.0590858,-0.039285,FALSE,0,0,0.86921209,0.81950847,0.01980076,0
chr2:49716403-49716574,-0.1014776,-0.1093212,-0.1716254,-0.2589583,-0.8372675,-0.8541687,-0.8458371,-0.7763294,-0.8284007,-0.1603456,FALSE,0,0,0.00090232,4.41E-05,0.66805508,0
chr2:50344503-50344674,-0.1680391,-0.1123659,0.01651882,0.24789907,-2.0419002,-1.8610786,-1.4087233,-1.8060102,-1.7794281,-0.0039968,FALSE,0,0,0.00118344,7.39E-05,1.77543131,0
chr2:51997796-51997957,-0.6294728,-0.5265415,-0.0335878,-0.2220656,-0.091142,-0.1086175,0.04504174,-0.0854646,-0.0600456,-0.3529169,FALSE,0,0,0.19886983,0.11981712,-0.2928714,0
chr2:52651368-52651539,-0.3946275,0.17321842,-0.4129801,-0.270519,0.09510915,-0.0321003,-0.0171671,-0.0386393,0.0018006,-0.2262271,FALSE,0,0,0.29039067,0.19417407,-0.2280277,0
chr2:53045598-53045769,0.35245445,0.08181527,0.07045749,0.04506045,0.06908752,-0.0026888,0.37988191,-0.059992,0.09657217,0.13744692,FALSE,0,0,0.81538082,0.74939082,0.04087475,0
chr2:54511237-54511408,-0.1584791,0.11303462,-0.0815586,-0.3500993,0.15410159,0.34400347,0.55727579,0.59038707,0.41144198,-0.1192756,FALSE,1,0,0.02708831,0.00904401,-0.5307176,0
chr2:54635020-54635191,-0.5141487,-0.6619334,-0.6910362,-0.68862,0.07208775,-0.1689784,0.25697081,0.08096682,0.06026175,-0.6389346,FALSE,0,0,0.00732169,0.00146029,-0.6991963,0
chr2:54664195-54664366,0.25015875,0.15692686,0.08424652,0.21796405,-0.2964698,-0.6274889,-0.6668743,-0.289878,-0.4701777,0.17732404,FALSE,0,0,0.01727901,0.00490043,0.64750179,0
chr2:55108263-55108434,-0.1161271,-0.2824799,-0.1744224,-0.1090735,0.34415405,0.00127392,0.54226943,0.26880986,0.28912682,-0.1705258,FALSE,1,0,0.05026737,0.0203063,-0.4596526,0
chr2:5688196-5688367,0.35666555,0.51080717,-0.0708782,0.11433752,0.0543376,0.10395751,-0.1323806,-0.0218409,0.00101839,0.22773301,FALSE,0,0,0.27133061,0.17842631,0.22671462,0
chr2:5703621-5703792,0.03819515,-0.1462575,-0.1355334,-0.1830374,-0.6037947,-0.0219562,0.18454953,0.08468408,-0.0891293,-0.1066583,FALSE,0,0,0.94859611,0.92912987,-0.017529,0
chr2:5985207-5985378,-0.1922337,-0.2982381,-0.3283265,-0.2030754,-0.5075807,-0.3909654,-0.3644295,-0.4402711,-0.4258117,-0.2554684,FALSE,0,0,0.03037172,0.01048339,0.17034323,0
chr2:61181822-61181993,-0.1384638,-0.1213087,-0.1053594,-0.0861608,-1.7249391,-1.3234606,-1.4738219,-1.4688096,-1.4977578,-0.1128232,FALSE,0,0,0.00320085,0.0003978,1.38493461,0
chr2:61191867-61192038,0.32517511,0.36179934,-0.0593327,0.09463683,-0.053561,-0.0447789,0.00661874,0.25070974,0.03974716,0.18056965,FALSE,0,0,0.40701774,0.29834204,0.14082249,0
chr2:61556106-61556277,-0.1607853,-0.3212956,-0.2753927,-0.147172,0.41054252,0.26284187,0.14612192,0.25674269,0.26906225,-0.2261614,FALSE,1,0,0.00357432,0.00047141,-0.4952237,0
chr2:62196670-62196841,-0.5989606,-0.6539055,-0.6093879,-0.3491279,-1.1543608,-1.0539384,-1.0988381,-0.8871364,-1.0485684,-0.5528455,FALSE,0,0,0.00799389,0.00164965,0.49572294,0
chr2:62196993-62197164,-0.1266886,-0.0880394,0.0205159,-0.3478913,-1.6169178,-1.6089515,-1.4591353,-1.5671099,-1.5630286,-0.1355258,FALSE,0,0,0.00092315,4.79E-05,1.42750278,0
chr2:62304744-62304915,0.00300094,0.23588026,-0.0053357,-0.1984982,-0.1621417,-0.120101,-0.1554673,0.06923775,-0.0921181,0.00876183,FALSE,0,0,0.49005421,0.37796433,0.1008799,0
chr2:63162411-63162582,-0.586173,-0.810835,-0.7706947,-0.6533327,0.0516011,-0.3974159,-0.3476222,-0.1128829,-0.20158,-0.7052588,FALSE,0,0,0.02983184,0.01024201,-0.5036789,0
chr2:64991406-64991577,-0.2382603,-0.448412,-0.4745657,-0.428499,0.05503846,0.04725042,-0.0877752,-0.2690774,-0.0636409,-0.3974343,FALSE,0,0,0.03751679,0.01379739,-0.3337933,0
chr2:65371713-65371884,0.82106788,0.78189497,0.63158438,0.5414305,-0.1955823,-0.1911397,0.05136841,-0.2335551,-0.1422272,0.69399443,FALSE,0,1,0.00142761,0.00010106,0.83622159,2
chr2:65406036-65406207,0.14685914,0.27864584,0.12245987,0.0987282,0.08330422,-0.0118862,0.09528207,-0.0555287,0.02779284,0.16167326,FALSE,0,0,0.10037842,0.0494833,0.13388042,0
chr2:66439493-66439664,-0.1073251,0.02291698,-0.0131856,-0.0673173,-1.3755288,-1.2981085,-1.3305007,-1.0916695,-1.2739519,-0.0412278,FALSE,0,0,0.0008526,3.99E-05,1.23272411,0
chr2:68832762-68832933,0.10979672,0.27756002,0.32482041,0.38692726,-0.502766,0.39136384,0.35510999,0.27539039,0.12977456,0.2747761,FALSE,0,1,0.64962468,0.55166422,0.14500154,0
chr2:69310653-69310824,0.35885108,0.27275335,0.65660623,0.19990193,0.02340784,0.12150935,0.1307042,0.03707329,0.07817367,0.37202815,FALSE,0,1,0.11078244,0.0563491,0.29385448,0
chr2:69520787-69520958,0.21408284,-0.0864461,-0.1573407,-0.1062737,0.15775555,0.12232441,-0.19744,-0.0588447,0.00594881,-0.0339944,FALSE,0,0,0.81311632,0.74637216,-0.0399432,0
chr2:69791600-69791771,0.18681334,-0.0322177,-0.1249363,0.10991174,0.18874208,-0.0406809,0.00139469,-0.3419729,-0.0481293,0.03489277,FALSE,0,0,0.64967907,0.5515606,0.08302202,0
chr2:70128390-70128561,-0.3690111,-0.6416195,-0.2819856,-0.2370342,0.17602566,0.39484144,-0.1643859,-0.0286792,0.0944505,-0.3824126,FALSE,0,0,0.05438041,0.02249445,-0.4768631,0
chr2:70252250-70252421,-0.2557493,-0.2508287,-0.3988101,-0.4059026,-0.0181978,-0.0918337,0.00645257,0.03563743,-0.0169854,-0.3278227,FALSE,0,0,0.00796262,0.00163218,-0.3108373,0
chr2:70282031-70282202,-0.0200607,-0.0056631,-0.0019958,-0.038663,0.08652832,-0.0795979,0.11206595,0.07147297,0.04761733,-0.0165956,FALSE,0,0,0.33679159,0.2346747,-0.064213,0
chr2:70468931-70469102,0.20580888,0.251226,-0.0512588,0.01426273,-0.3665683,-0.2534832,-0.3891336,-0.1908954,-0.3000201,0.1050097,FALSE,0,0,0.0181767,0.00522627,0.40502984,0
chr2:70645839-70646010,0.33001225,0.26700946,0.59323786,0.18197961,-0.3108499,-0.1491307,-0.1387683,-0.0379167,-0.1591664,0.34305979,FALSE,0,1,0.01699455,0.00477274,0.5022262,0
chr2:71066326-71066497,0.8396409,0.94753034,0.91664481,0.84312295,-0.0345007,-0.0473168,-0.3377254,0.00639016,-0.1032882,0.88673475,FALSE,0,1,0.00347036,0.0004521,0.99002294,2
chr2:71461324-71461495,0.22860223,0.16407511,0.19649404,-0.2037718,-0.010509,-0.2613322,0.1945567,-0.3597732,-0.1092644,0.0963499,FALSE,0,0,0.35383774,0.25014215,0.20561433,0
chr2:71499462-71499633,-0.0241476,-0.1634878,-0.0949913,-0.2526271,0.3270271,0.27178956,-0.1377156,0.17170641,0.15820187,-0.1338134,FALSE,0,0,0.11613116,0.05971236,-0.2920153,0
chr2:71613435-71613606,-0.0758786,-0.173361,-0.0105662,-0.0909147,-0.1889291,-0.3033591,-0.2623644,-0.3327767,-0.2718573,-0.0876801,FALSE,0,0,0.02250514,0.00697934,0.1841772,0
chr2:71704065-71704236,-0.669458,-0.5496349,-0.6560279,-0.8240126,0.45733011,0.60982031,0.43025236,0.52456844,0.50549281,-0.6747834,FALSE,1,0,0.00032949,6.61E-06,-1.1802762,1
chr2:72140414-72140585,-0.2198277,-0.1663028,-0.1439144,-0.0390797,-0.0574339,-0.0821462,-0.0695095,-0.0067437,-0.0539583,-0.1422812,FALSE,0,0,0.16984609,0.09786612,-0.0883228,0
chr2:72768272-72768440,0.11112055,0.04324365,0.08424652,0.20185557,-0.7676549,-0.6452437,-0.4553692,-0.284731,-0.5382497,0.11011657,FALSE,0,0,0.02012252,0.00598989,0.64836627,0
chr2:72983805-72983976,0.04450026,-0.1666025,-0.1235005,-0.1229967,-0.2810949,0.09774479,-0.259347,-0.3008036,-0.1858752,-0.0921499,FALSE,0,0,0.53020618,0.42164655,0.09372533,0
chr2:73080304-73080475,0.04901658,0.03806824,0.01405911,0.06523694,0.26942517,0.03912449,0.13203835,0.09615996,0.13418699,0.04159522,FALSE,1,0,0.24169855,0.15381324,-0.0925918,0
chr2:73229352-73229523,-0.0660971,-0.4225538,-0.3175248,-0.2005915,-0.4337741,-0.5232179,-0.2663335,-0.2313141,-0.3636599,-0.2516918,FALSE,0,0,0.43003447,0.32027008,0.11196808,0
chr2:73839697-73839868,-0.0220013,0.42303397,0.07221135,0.01562613,0.01493982,-0.01418,-0.0399875,0.0098398,-0.007347,0.12221754,FALSE,0,0,0.40262764,0.29465993,0.12956451,0
chr2:739991-740162,0.11373691,0.10307979,-0.0312768,-0.026436,0.06999143,-0.037659,-0.1411324,0.04513121,-0.0159172,0.03977597,FALSE,0,0,0.51424152,0.40491925,0.05569317,0
chr2:73999695-73999866,0.24482484,0.03887605,-0.0424929,-0.0300447,-1.8132428,-1.8597483,-1.6690099,-1.715803,-1.764451,0.05279084,FALSE,0,0,0.00016804,2.09E-06,1.81724184,0
chr2:74303966-74304137,-0.1673726,-0.0282156,0.08845755,-0.0042438,0.19381036,0.11130816,0.17623729,0.0500268,0.13284565,-0.0278436,FALSE,0,0,0.10011317,0.04919095,-0.1606893,0
chr2:74457913-74458084,-0.3609738,-0.1385175,-0.2091785,-0.236534,-0.0413542,-0.4064451,-0.2985919,-0.0740571,-0.2051121,-0.236301,FALSE,0,0,0.83051759,0.76808993,-0.0311889,0
chr2:74521162-74521333,0.01218302,-0.2389507,0.16481524,-0.2641457,-0.136819,-0.0032798,-0.572277,-0.4161845,-0.2821401,-0.0815245,FALSE,0,0,0.37930287,0.27312955,0.20061556,0
chr2:74839252-74839423,0.43000861,-0.0640403,0.36129882,0.23982889,0.26208884,0.45724449,0.2620489,0.19985849,0.29531018,0.24177401,FALSE,1,1,0.76124267,0.68295947,-0.0535362,0
chr2:75921040-75921211,0.02105418,0.22074122,0.31974946,0.24334849,-0.3340957,-0.1755232,-0.02439,-0.260706,-0.1986787,0.20122334,FALSE,0,1,0.01724592,0.0048831,0.39990206,0
chr2:76288352-76288523,-0.1392028,0.06794033,-0.1835764,0.00322643,-1.249135,-1.3472335,-1.0247342,-1.2829407,-1.2260108,-0.0629031,FALSE,0,0,0.00057528,1.82E-05,1.16310772,0
chr2:76688422-76688593,-0.5161003,-0.4762685,-0.3781298,-0.0927905,0.0064683,0.14577382,0.04734705,0.14472488,0.08607851,-0.3658223,FALSE,0,0,0.03537244,0.01273147,-0.4519008,0
chr2:77735089-77735260,-0.5961565,-0.6459976,-0.6831655,-0.4845567,-0.4997924,-0.4572221,-0.4233873,-0.4210036,-0.4503514,-0.6024691,FALSE,0,0,0.06964505,0.03096049,-0.1521177,0
chr2:82146165-82146336,0.02113638,0.02863382,0.24561993,0.26426344,-0.190599,-0.0523816,-0.1439794,-0.0717295,-0.1146724,0.13991339,FALSE,0,0,0.05558619,0.02309576,0.25458579,0
chr2:8416339-8416510,0.10005519,0.08231312,-0.1930084,-0.0462467,0.08772274,0.50213681,0.70566773,0.33338678,0.40722851,-0.0142217,FALSE,1,0,0.08469152,0.04003173,-0.4214502,0
chr2:85745279-85745450,-1.4448219,-1.2258087,-1.3315984,-1.0312057,-0.1562696,0.19204152,0.52229341,-0.0455989,0.1281166,-1.2583587,FALSE,0,0,0.0041557,0.00058258,-1.3864753,0
chr2:85757104-85757275,0.23058075,0.15312668,0.24751043,0.23082054,0.02842991,-0.1374797,-0.6284317,-0.4123109,-0.2874481,0.2155096,FALSE,0,1,0.08356618,0.03926859,0.50295769,0
chr2:85783578-85783749,-0.5666205,-0.1709831,-0.1665859,-0.1876645,-0.3489218,-0.2032093,-0.2551353,-0.1040192,-0.2278214,-0.2729635,FALSE,0,0,0.77599167,0.70155945,-0.0451421,0
chr2:8581025-8581196,-0.0002754,0.00860799,-0.4104132,-0.0345567,-0.1044871,-0.4605499,-0.2824662,-0.4218517,-0.3173387,-0.1091593,FALSE,0,0,0.25008583,0.1603617,0.20817942,0
chr2:86035792-86035963,-0.0189211,-0.2377811,-0.0883719,0.01837542,0.00706984,0.13771563,-0.0289342,-0.1469704,-0.0077798,-0.0816747,FALSE,0,0,0.50830578,0.39919056,-0.0738949,0
chr2:86253132-86253303,-0.017419,-0.0439161,-0.0414069,0.08312448,0.08612225,0.13481641,-0.2441833,0.08394896,0.01517608,-0.0049044,FALSE,0,0,0.88227659,0.8391494,-0.0200804,0
chr2:86688574-86688745,0.06120747,-0.1491614,-0.3046867,-0.3063756,-0.0951218,-0.2991879,-0.0120555,-0.1823216,-0.1471717,-0.1747541,FALSE,0,0,0.85786013,0.80504743,-0.0275824,0
chr2:8689916-8690087,-0.5628901,-0.340969,-0.3736929,-0.2208692,0.16872374,-0.3620199,-0.1302303,-0.4323034,-0.1889575,-0.3746053,FALSE,0,0,0.39106643,0.28439556,-0.1856478,0
chr2:8699678-8699849,0.21157669,0.14497823,0.03625179,-0.0021886,-0.565466,-0.2726695,-0.0679011,0.0190155,-0.2217553,0.09765452,FALSE,0,0,0.1532613,0.08562419,0.31940978,0
chr2:88094635-88094806,-0.8299642,-0.7042377,-0.8550471,-0.5412725,0.14362853,0.02255828,0.27152641,0.31991292,0.18940654,-0.7326304,FALSE,1,0,0.00125914,8.51E-05,-0.9220369,1
