,Unnamed: 0,guide_chr,guide_start,guide_end,score,strand,protospacer_target,intended_target_region,gene_target,source,closest_gene,closest_dist,closest_gene_target,closest_dist_target
8285,8285,chr18,58640180,58640199,.,+,chr18:58640180-58640199(+),chr18:58639994-58640494,Element686,TimeDep,RPL9P31,9012,ALPK2,11153
8286,8286,chr18,58640213,58640232,.,+,chr18:58640213-58640232(+),chr18:58639994-58640494,Element686,TimeDep,RPL9P31,9012,ALPK2,11153
8287,8287,chr18,58640257,58640276,.,-,chr18:58640257-58640276(-),chr18:58639994-58640494,Element686,TimeDep,RPL9P31,9012,ALPK2,11153
8288,8288,chr18,58640314,58640333,.,+,chr18:58640314-58640333(+),chr18:58639994-58640494,Element686,TimeDep,RPL9P31,9012,ALPK2,11153
8289,8289,chr18,58640363,58640382,.,+,chr18:58640363-58640382(+),chr18:58639994-58640494,Element686,TimeDep,RPL9P31,9012,ALPK2,11153
8290,8290,chr18,58640442,58640461,.,-,chr18:58640442-58640461(-),chr18:58639994-58640494,Element686,TimeDep,RPL9P31,9012,ALPK2,11153
8291,8291,chr18,58640449,58640468,.,-,chr18:58640449-58640468(-),chr18:58639994-58640494,Element686,TimeDep,RPL9P31,9012,ALPK2,11153
8292,8292,chr18,58641299,58641318,.,+,chr18:58641299-58641318(+),chr18:58641201-58641701,Element687,TimeDep,RPL9P31,10219,ALPK2,12360
8293,8293,chr18,58641312,58641331,.,+,chr18:58641312-58641331(+),chr18:58641201-58641701,Element687,TimeDep,RPL9P31,10219,ALPK2,12360
8294,8294,chr18,58641355,58641374,.,+,chr18:58641355-58641374(+),chr18:58641201-58641701,Element687,TimeDep,RPL9P31,10219,ALPK2,12360
8295,8295,chr18,58641401,58641420,.,+,chr18:58641401-58641420(+),chr18:58641201-58641701,Element687,TimeDep,RPL9P31,10219,ALPK2,12360
8296,8296,chr18,58641455,58641474,.,+,chr18:58641455-58641474(+),chr18:58641201-58641701,Element687,TimeDep,RPL9P31,10219,ALPK2,12360
8297,8297,chr18,58641504,58641523,.,-,chr18:58641504-58641523(-),chr18:58641201-58641701,Element687,TimeDep,RPL9P31,10219,ALPK2,12360
8298,8298,chr18,58641620,58641639,.,-,chr18:58641620-58641639(-),chr18:58641201-58641701,Element687,TimeDep,RPL9P31,10219,ALPK2,12360
8299,8299,chr18,58671323,58671342,.,+,chr18:58671323-58671342(+),chr18:58671310-58671810,Element688,TimeDep,MALT1,95,ALPK2,42469
8300,8300,chr18,58671361,58671380,.,-,chr18:58671361-58671380(-),chr18:58671310-58671810,Element688,TimeDep,MALT1,95,ALPK2,42469
8301,8301,chr18,58671416,58671435,.,-,chr18:58671416-58671435(-),chr18:58671310-58671810,Element688,TimeDep,MALT1,95,ALPK2,42469
8302,8302,chr18,58671460,58671479,.,-,chr18:58671460-58671479(-),chr18:58671310-58671810,Element688,TimeDep,MALT1,95,ALPK2,42469
8303,8303,chr18,58671513,58671532,.,-,chr18:58671513-58671532(-),chr18:58671310-58671810,Element688,TimeDep,MALT1,95,ALPK2,42469
8304,8304,chr18,58671562,58671581,.,+,chr18:58671562-58671581(+),chr18:58671310-58671810,Element688,TimeDep,MALT1,95,ALPK2,42469
8305,8305,chr18,58671615,58671634,.,-,chr18:58671615-58671634(-),chr18:58671310-58671810,Element688,TimeDep,MALT1,95,ALPK2,42469
8306,8306,chr18,58671701,58671720,.,+,chr18:58671701-58671720(+),chr18:58671310-58671810,Element688,TimeDep,MALT1,95,ALPK2,42469
8307,8307,chr18,58671714,58671733,.,-,chr18:58671714-58671733(-),chr18:58671310-58671810,Element688,TimeDep,MALT1,95,ALPK2,42469
8308,8308,chr18,58671772,58671791,.,+,chr18:58671772-58671791(+),chr18:58671310-58671810,Element688,TimeDep,MALT1,95,ALPK2,42469
8309,8309,chr18,58694868,58694887,.,+,chr18:58694868-58694887(+),chr18:58694857-58695357,Element689,TimeDep,MRPL37P1,4751,ALPK2,66016
8310,8310,chr18,58695056,58695075,.,+,chr18:58695056-58695075(+),chr18:58694857-58695357,Element689,TimeDep,MRPL37P1,4751,ALPK2,66016
8311,8311,chr18,58695088,58695107,.,-,chr18:58695088-58695107(-),chr18:58694857-58695357,Element689,TimeDep,MRPL37P1,4751,ALPK2,66016
8312,8312,chr18,58695262,58695281,.,+,chr18:58695262-58695281(+),chr18:58694857-58695357,Element689,TimeDep,MRPL37P1,4751,ALPK2,66016
8313,8313,chr18,58695322,58695341,.,-,chr18:58695322-58695341(-),chr18:58694857-58695357,Element689,TimeDep,MRPL37P1,4751,ALPK2,66016
8314,8314,chr18,79960116,79960135,.,-,chr18:79960116-79960135(-),chr18:79960107-79960607,Element690,TF,HSBP1L1,4286,TXNL4A,28206
8315,8315,chr18,79960168,79960187,.,-,chr18:79960168-79960187(-),chr18:79960107-79960607,Element690,TF,HSBP1L1,4286,TXNL4A,28206
8316,8316,chr18,79960354,79960373,.,-,chr18:79960354-79960373(-),chr18:79960107-79960607,Element690,TF,HSBP1L1,4286,TXNL4A,28206
8317,8317,chr18,79960360,79960379,.,-,chr18:79960360-79960379(-),chr18:79960107-79960607,Element690,TF,HSBP1L1,4286,TXNL4A,28206
8318,8318,chr18,79960434,79960453,.,-,chr18:79960434-79960453(-),chr18:79960107-79960607,Element690,TF,HSBP1L1,4286,TXNL4A,28206
8319,8319,chr18,79960466,79960485,.,-,chr18:79960466-79960485(-),chr18:79960107-79960607,Element690,TF,HSBP1L1,4286,TXNL4A,28206
8320,8320,chr18,79960547,79960566,.,+,chr18:79960547-79960566(+),chr18:79960107-79960607,Element690,TF,HSBP1L1,4286,TXNL4A,28206
8321,8321,chr18,79960580,79960599,.,-,chr18:79960580-79960599(-),chr18:79960107-79960607,Element690,TF,HSBP1L1,4286,TXNL4A,28206
8322,8322,chr18,79988199,79988218,.,+,chr18:79988199-79988218(+),chr18:79988187-79988687,Element691,TF,TXNL4A,126,TXNL4A,126
8323,8323,chr18,79988241,79988260,.,-,chr18:79988241-79988260(-),chr18:79988187-79988687,Element691,TF,TXNL4A,126,TXNL4A,126
8324,8324,chr18,79988287,79988306,.,+,chr18:79988287-79988306(+),chr18:79988187-79988687,Element691,TF,TXNL4A,126,TXNL4A,126
8325,8325,chr18,79988355,79988374,.,-,chr18:79988355-79988374(-),chr18:79988187-79988687,Element691,TF,TXNL4A,126,TXNL4A,126
8326,8326,chr18,79988405,79988424,.,+,chr18:79988405-79988424(+),chr18:79988187-79988687,Element691,TF,TXNL4A,126,TXNL4A,126
8327,8327,chr18,79988455,79988474,.,+,chr18:79988455-79988474(+),chr18:79988187-79988687,Element691,TF,TXNL4A,126,TXNL4A,126
8328,8328,chr18,79988489,79988508,.,-,chr18:79988489-79988508(-),chr18:79988187-79988687,Element691,TF,TXNL4A,126,TXNL4A,126
8329,8329,chr18,79988548,79988567,.,-,chr18:79988548-79988567(-),chr18:79988187-79988687,Element691,TF,TXNL4A,126,TXNL4A,126
8330,8330,chr18,79988610,79988629,.,+,chr18:79988610-79988629(+),chr18:79988187-79988687,Element691,TF,TXNL4A,126,TXNL4A,126
8331,8331,chr18,79988646,79988665,.,+,chr18:79988646-79988665(+),chr18:79988187-79988687,Element691,TF,TXNL4A,126,TXNL4A,126
8332,8332,chr18,79988784,79988803,.,-,chr18:79988784-79988803(-),chr18:79988772-79989272,Element692,TF,TXNL4A,459,TXNL4A,459
8333,8333,chr18,79988843,79988862,.,+,chr18:79988843-79988862(+),chr18:79988772-79989272,Element692,TF,TXNL4A,459,TXNL4A,459
8334,8334,chr18,79988879,79988898,.,+,chr18:79988879-79988898(+),chr18:79988772-79989272,Element692,TF,TXNL4A,459,TXNL4A,459
8335,8335,chr18,79989008,79989027,.,+,chr18:79989008-79989027(+),chr18:79988772-79989272,Element692,TF,TXNL4A,459,TXNL4A,459
8336,8336,chr18,79989057,79989076,.,-,chr18:79989057-79989076(-),chr18:79988772-79989272,Element692,TF,TXNL4A,459,TXNL4A,459
8337,8337,chr18,79989096,79989115,.,+,chr18:79989096-79989115(+),chr18:79988772-79989272,Element692,TF,TXNL4A,459,TXNL4A,459
8338,8338,chr18,79989241,79989260,.,-,chr18:79989241-79989260(-),chr18:79988772-79989272,Element692,TF,TXNL4A,459,TXNL4A,459
8339,8339,chr18,80033960,80033979,.,-,chr18:80033960-80033979(-),chr18:80033929-80034429,Element693,TF,TXNL4A,243,TXNL4A,243
8340,8340,chr18,80033982,80034001,.,-,chr18:80033982-80034001(-),chr18:80033929-80034429,Element693,TF,TXNL4A,243,TXNL4A,243
8341,8341,chr18,80034030,80034049,.,-,chr18:80034030-80034049(-),chr18:80033929-80034429,Element693,TF,TXNL4A,243,TXNL4A,243
8342,8342,chr18,80034085,80034104,.,-,chr18:80034085-80034104(-),chr18:80033929-80034429,Element693,TF,TXNL4A,243,TXNL4A,243
8343,8343,chr18,80034135,80034154,.,-,chr18:80034135-80034154(-),chr18:80033929-80034429,Element693,TF,TXNL4A,243,TXNL4A,243
8344,8344,chr18,80034202,80034221,.,-,chr18:80034202-80034221(-),chr18:80033929-80034429,Element693,TF,TXNL4A,243,TXNL4A,243
8345,8345,chr18,80034240,80034259,.,-,chr18:80034240-80034259(-),chr18:80033929-80034429,Element693,TF,TXNL4A,243,TXNL4A,243
8346,8346,chr18,80034284,80034303,.,-,chr18:80034284-80034303(-),chr18:80033929-80034429,Element693,TF,TXNL4A,243,TXNL4A,243
8347,8347,chr18,80034357,80034376,.,-,chr18:80034357-80034376(-),chr18:80033929-80034429,Element693,TF,TXNL4A,243,TXNL4A,243
8348,8348,chr18,80034391,80034410,.,-,chr18:80034391-80034410(-),chr18:80033929-80034429,Element693,TF,TXNL4A,243,TXNL4A,243
8349,8349,chr18,80104352,80104371,.,-,chr18:80104352-80104371(-),chr18:80104303-80104803,Element694,TF,ADNP2,4709,ADNP2,4709
8350,8350,chr18,80104353,80104372,.,-,chr18:80104353-80104372(-),chr18:80104303-80104803,Element694,TF,ADNP2,4709,ADNP2,4709
8351,8351,chr18,80104452,80104471,.,-,chr18:80104452-80104471(-),chr18:80104303-80104803,Element694,TF,ADNP2,4709,ADNP2,4709
8352,8352,chr18,80104464,80104483,.,-,chr18:80104464-80104483(-),chr18:80104303-80104803,Element694,TF,ADNP2,4709,ADNP2,4709
8353,8353,chr18,80104534,80104553,.,-,chr18:80104534-80104553(-),chr18:80104303-80104803,Element694,TF,ADNP2,4709,ADNP2,4709
8354,8354,chr18,80104582,80104601,.,-,chr18:80104582-80104601(-),chr18:80104303-80104803,Element694,TF,ADNP2,4709,ADNP2,4709
8355,8355,chr18,80104646,80104665,.,-,chr18:80104646-80104665(-),chr18:80104303-80104803,Element694,TF,ADNP2,4709,ADNP2,4709
8356,8356,chr18,80104660,80104679,.,-,chr18:80104660-80104679(-),chr18:80104303-80104803,Element694,TF,ADNP2,4709,ADNP2,4709
8357,8357,chr18,80104745,80104764,.,-,chr18:80104745-80104764(-),chr18:80104303-80104803,Element694,TF,ADNP2,4709,ADNP2,4709
8358,8358,chr18,80104754,80104773,.,+,chr18:80104754-80104773(+),chr18:80104303-80104803,Element694,TF,ADNP2,4709,ADNP2,4709
8359,8359,chr18,80108893,80108912,.,-,chr18:80108893-80108912(-),chr18:80108863-80109363,Element695,TF,ADNP2,149,ADNP2,149
8360,8360,chr18,80108953,80108972,.,+,chr18:80108953-80108972(+),chr18:80108863-80109363,Element695,TF,ADNP2,149,ADNP2,149
8361,8361,chr18,80108993,80109012,.,-,chr18:80108993-80109012(-),chr18:80108863-80109363,Element695,TF,ADNP2,149,ADNP2,149
8362,8362,chr18,80109018,80109037,.,-,chr18:80109018-80109037(-),chr18:80108863-80109363,Element695,TF,ADNP2,149,ADNP2,149
8363,8363,chr18,80109067,80109086,.,+,chr18:80109067-80109086(+),chr18:80108863-80109363,Element695,TF,ADNP2,149,ADNP2,149
8364,8364,chr18,80109134,80109153,.,-,chr18:80109134-80109153(-),chr18:80108863-80109363,Element695,TF,ADNP2,149,ADNP2,149
8365,8365,chr18,80109163,80109182,.,+,chr18:80109163-80109182(+),chr18:80108863-80109363,Element695,TF,ADNP2,149,ADNP2,149
8366,8366,chr18,80109218,80109237,.,+,chr18:80109218-80109237(+),chr18:80108863-80109363,Element695,TF,ADNP2,149,ADNP2,149
8367,8367,chr18,80109273,80109292,.,+,chr18:80109273-80109292(+),chr18:80108863-80109363,Element695,TF,ADNP2,149,ADNP2,149
8368,8368,chr18,80109320,80109339,.,+,chr18:80109320-80109339(+),chr18:80108863-80109363,Element695,TF,ADNP2,149,ADNP2,149
8369,8369,chr18,80109653,80109672,.,+,chr18:80109653-80109672(+),chr18:80109634-80110134,Element696,TF,ADNP2,7,ADNP2,7
8370,8370,chr18,80109709,80109728,.,+,chr18:80109709-80109728(+),chr18:80109634-80110134,Element696,TF,ADNP2,7,ADNP2,7
8371,8371,chr18,80109743,80109762,.,-,chr18:80109743-80109762(-),chr18:80109634-80110134,Element696,TF,ADNP2,7,ADNP2,7
8372,8372,chr18,80109791,80109810,.,+,chr18:80109791-80109810(+),chr18:80109634-80110134,Element696,TF,ADNP2,7,ADNP2,7
8373,8373,chr18,80109837,80109856,.,+,chr18:80109837-80109856(+),chr18:80109634-80110134,Element696,TF,ADNP2,7,ADNP2,7
8374,8374,chr18,80109911,80109930,.,-,chr18:80109911-80109930(-),chr18:80109634-80110134,Element696,TF,ADNP2,7,ADNP2,7
8375,8375,chr18,80109952,80109971,.,-,chr18:80109952-80109971(-),chr18:80109634-80110134,Element696,TF,ADNP2,7,ADNP2,7
8376,8376,chr18,80109990,80110009,.,+,chr18:80109990-80110009(+),chr18:80109634-80110134,Element696,TF,ADNP2,7,ADNP2,7
8377,8377,chr18,80110035,80110054,.,+,chr18:80110035-80110054(+),chr18:80109634-80110134,Element696,TF,ADNP2,7,ADNP2,7
8378,8378,chr18,80110104,80110123,.,-,chr18:80110104-80110123(-),chr18:80109634-80110134,Element696,TF,ADNP2,7,ADNP2,7
8379,8379,chr18,80201365,80201384,.,+,chr18:80201365-80201384(+),chr18:80201349-80201849,Element697,TF,LOC124904337,18162,ADNP2,83932
8380,8380,chr18,80201410,80201429,.,+,chr18:80201410-80201429(+),chr18:80201349-80201849,Element697,TF,LOC124904337,18162,ADNP2,83932
8381,8381,chr18,80201452,80201471,.,-,chr18:80201452-80201471(-),chr18:80201349-80201849,Element697,TF,LOC124904337,18162,ADNP2,83932
8382,8382,chr18,80201532,80201551,.,+,chr18:80201532-80201551(+),chr18:80201349-80201849,Element697,TF,LOC124904337,18162,ADNP2,83932
8383,8383,chr18,80201551,80201570,.,-,chr18:80201551-80201570(-),chr18:80201349-80201849,Element697,TF,LOC124904337,18162,ADNP2,83932
8384,8384,chr18,80201632,80201651,.,-,chr18:80201632-80201651(-),chr18:80201349-80201849,Element697,TF,LOC124904337,18162,ADNP2,83932
8385,8385,chr18,80201670,80201689,.,-,chr18:80201670-80201689(-),chr18:80201349-80201849,Element697,TF,LOC124904337,18162,ADNP2,83932
8386,8386,chr18,80201729,80201748,.,-,chr18:80201729-80201748(-),chr18:80201349-80201849,Element697,TF,LOC124904337,18162,ADNP2,83932
8387,8387,chr18,80201763,80201782,.,-,chr18:80201763-80201782(-),chr18:80201349-80201849,Element697,TF,LOC124904337,18162,ADNP2,83932
8388,8388,chr18,80201808,80201827,.,-,chr18:80201808-80201827(-),chr18:80201349-80201849,Element697,TF,LOC124904337,18162,ADNP2,83932
8389,8389,chr18,80246466,80246485,.,+,chr18:80246466-80246485(+),chr18:80246440-80246940,Element698,TF,PARD6G,824,ADNP2,129023
8390,8390,chr18,80246495,80246514,.,+,chr18:80246495-80246514(+),chr18:80246440-80246940,Element698,TF,PARD6G,824,ADNP2,129023
8391,8391,chr18,80246540,80246559,.,+,chr18:80246540-80246559(+),chr18:80246440-80246940,Element698,TF,PARD6G,824,ADNP2,129023
8392,8392,chr18,80246629,80246648,.,-,chr18:80246629-80246648(-),chr18:80246440-80246940,Element698,TF,PARD6G,824,ADNP2,129023
8393,8393,chr18,80246648,80246667,.,+,chr18:80246648-80246667(+),chr18:80246440-80246940,Element698,TF,PARD6G,824,ADNP2,129023
8394,8394,chr18,80246705,80246724,.,-,chr18:80246705-80246724(-),chr18:80246440-80246940,Element698,TF,PARD6G,824,ADNP2,129023
8395,8395,chr18,80246741,80246760,.,-,chr18:80246741-80246760(-),chr18:80246440-80246940,Element698,TF,PARD6G,824,ADNP2,129023
8396,8396,chr18,80246793,80246812,.,-,chr18:80246793-80246812(-),chr18:80246440-80246940,Element698,TF,PARD6G,824,ADNP2,129023
8397,8397,chr18,80246847,80246866,.,+,chr18:80246847-80246866(+),chr18:80246440-80246940,Element698,TF,PARD6G,824,ADNP2,129023
8398,8398,chr18,80246890,80246909,.,-,chr18:80246890-80246909(-),chr18:80246440-80246940,Element698,TF,PARD6G,824,ADNP2,129023
8399,8399,chr18,80247293,80247312,.,-,chr18:80247293-80247312(-),chr18:80247271-80247771,Element699,TF,PARD6G,7,ADNP2,129854
8400,8400,chr18,80247340,80247359,.,+,chr18:80247340-80247359(+),chr18:80247271-80247771,Element699,TF,PARD6G,7,ADNP2,129854
8401,8401,chr18,80247371,80247390,.,+,chr18:80247371-80247390(+),chr18:80247271-80247771,Element699,TF,PARD6G,7,ADNP2,129854
8402,8402,chr18,80247446,80247465,.,+,chr18:80247446-80247465(+),chr18:80247271-80247771,Element699,TF,PARD6G,7,ADNP2,129854
8403,8403,chr18,80247496,80247515,.,+,chr18:80247496-80247515(+),chr18:80247271-80247771,Element699,TF,PARD6G,7,ADNP2,129854
8404,8404,chr18,80247527,80247546,.,+,chr18:80247527-80247546(+),chr18:80247271-80247771,Element699,TF,PARD6G,7,ADNP2,129854
8405,8405,chr18,80247616,80247635,.,-,chr18:80247616-80247635(-),chr18:80247271-80247771,Element699,TF,PARD6G,7,ADNP2,129854
8406,8406,chr18,80247654,80247673,.,-,chr18:80247654-80247673(-),chr18:80247271-80247771,Element699,TF,PARD6G,7,ADNP2,129854
8407,8407,chr18,80247685,80247704,.,-,chr18:80247685-80247704(-),chr18:80247271-80247771,Element699,TF,PARD6G,7,ADNP2,129854
8408,8408,chr18,80247728,80247747,.,-,chr18:80247728-80247747(-),chr18:80247271-80247771,Element699,TF,PARD6G,7,ADNP2,129854
8409,8409,chr19,9768510,9768529,.,+,chr19:9768510-9768529(+),chr19:9768474-9768974,Element700,TF,ZNF846,14,PIN1,66594
8410,8410,chr19,9768552,9768571,.,+,chr19:9768552-9768571(+),chr19:9768474-9768974,Element700,TF,ZNF846,14,PIN1,66594
8411,8411,chr19,9768581,9768600,.,-,chr19:9768581-9768600(-),chr19:9768474-9768974,Element700,TF,ZNF846,14,PIN1,66594
8412,8412,chr19,9768627,9768646,.,-,chr19:9768627-9768646(-),chr19:9768474-9768974,Element700,TF,ZNF846,14,PIN1,66594
8413,8413,chr19,9768688,9768707,.,+,chr19:9768688-9768707(+),chr19:9768474-9768974,Element700,TF,ZNF846,14,PIN1,66594
8414,8414,chr19,9768729,9768748,.,+,chr19:9768729-9768748(+),chr19:9768474-9768974,Element700,TF,ZNF846,14,PIN1,66594
8415,8415,chr19,9768793,9768812,.,+,chr19:9768793-9768812(+),chr19:9768474-9768974,Element700,TF,ZNF846,14,PIN1,66594
8416,8416,chr19,9768854,9768873,.,-,chr19:9768854-9768873(-),chr19:9768474-9768974,Element700,TF,ZNF846,14,PIN1,66594
8417,8417,chr19,9768882,9768901,.,+,chr19:9768882-9768901(+),chr19:9768474-9768974,Element700,TF,ZNF846,14,PIN1,66594
8418,8418,chr19,9768925,9768944,.,+,chr19:9768925-9768944(+),chr19:9768474-9768974,Element700,TF,ZNF846,14,PIN1,66594
8419,8419,chr19,9785528,9785547,.,-,chr19:9785528-9785547(-),chr19:9785484-9785984,Element701,TF,ZNF846,426,PIN1,49584
8420,8420,chr19,9785551,9785570,.,-,chr19:9785551-9785570(-),chr19:9785484-9785984,Element701,TF,ZNF846,426,PIN1,49584
8421,8421,chr19,9785587,9785606,.,-,chr19:9785587-9785606(-),chr19:9785484-9785984,Element701,TF,ZNF846,426,PIN1,49584
8422,8422,chr19,9785636,9785655,.,-,chr19:9785636-9785655(-),chr19:9785484-9785984,Element701,TF,ZNF846,426,PIN1,49584
8423,8423,chr19,9785725,9785744,.,-,chr19:9785725-9785744(-),chr19:9785484-9785984,Element701,TF,ZNF846,426,PIN1,49584
8424,8424,chr19,9785762,9785781,.,-,chr19:9785762-9785781(-),chr19:9785484-9785984,Element701,TF,ZNF846,426,PIN1,49584
8425,8425,chr19,9785808,9785827,.,-,chr19:9785808-9785827(-),chr19:9785484-9785984,Element701,TF,ZNF846,426,PIN1,49584
8426,8426,chr19,9785836,9785855,.,-,chr19:9785836-9785855(-),chr19:9785484-9785984,Element701,TF,ZNF846,426,PIN1,49584
8427,8427,chr19,9785902,9785921,.,-,chr19:9785902-9785921(-),chr19:9785484-9785984,Element701,TF,ZNF846,426,PIN1,49584
8428,8428,chr19,9785934,9785953,.,-,chr19:9785934-9785953(-),chr19:9785484-9785984,Element701,TF,ZNF846,426,PIN1,49584
8429,8429,chr19,9792093,9792112,.,-,chr19:9792093-9792112(-),chr19:9792070-9792570,Element702,TF,LOC124904635,742,PIN1,42998
8430,8430,chr19,9792130,9792149,.,-,chr19:9792130-9792149(-),chr19:9792070-9792570,Element702,TF,LOC124904635,742,PIN1,42998
8431,8431,chr19,9792206,9792225,.,-,chr19:9792206-9792225(-),chr19:9792070-9792570,Element702,TF,LOC124904635,742,PIN1,42998
8432,8432,chr19,9792235,9792254,.,-,chr19:9792235-9792254(-),chr19:9792070-9792570,Element702,TF,LOC124904635,742,PIN1,42998
8433,8433,chr19,9792270,9792289,.,-,chr19:9792270-9792289(-),chr19:9792070-9792570,Element702,TF,LOC124904635,742,PIN1,42998
8434,8434,chr19,9792327,9792346,.,-,chr19:9792327-9792346(-),chr19:9792070-9792570,Element702,TF,LOC124904635,742,PIN1,42998
8435,8435,chr19,9792384,9792403,.,-,chr19:9792384-9792403(-),chr19:9792070-9792570,Element702,TF,LOC124904635,742,PIN1,42998
8436,8436,chr19,9792429,9792448,.,-,chr19:9792429-9792448(-),chr19:9792070-9792570,Element702,TF,LOC124904635,742,PIN1,42998
8437,8437,chr19,9792480,9792499,.,-,chr19:9792480-9792499(-),chr19:9792070-9792570,Element702,TF,LOC124904635,742,PIN1,42998
8438,8438,chr19,9792526,9792545,.,-,chr19:9792526-9792545(-),chr19:9792070-9792570,Element702,TF,LOC124904635,742,PIN1,42998
8439,8439,chr19,9819061,9819080,.,-,chr19:9819061-9819080(-),chr19:9819045-9819545,Element703,TF,FBXL12,216,PIN1,16023
8440,8440,chr19,9819095,9819114,.,+,chr19:9819095-9819114(+),chr19:9819045-9819545,Element703,TF,FBXL12,216,PIN1,16023
8441,8441,chr19,9819187,9819206,.,+,chr19:9819187-9819206(+),chr19:9819045-9819545,Element703,TF,FBXL12,216,PIN1,16023
8442,8442,chr19,9819196,9819215,.,-,chr19:9819196-9819215(-),chr19:9819045-9819545,Element703,TF,FBXL12,216,PIN1,16023
8443,8443,chr19,9819252,9819271,.,+,chr19:9819252-9819271(+),chr19:9819045-9819545,Element703,TF,FBXL12,216,PIN1,16023
8444,8444,chr19,9819309,9819328,.,+,chr19:9819309-9819328(+),chr19:9819045-9819545,Element703,TF,FBXL12,216,PIN1,16023
8445,8445,chr19,9819374,9819393,.,+,chr19:9819374-9819393(+),chr19:9819045-9819545,Element703,TF,FBXL12,216,PIN1,16023
8446,8446,chr19,9819401,9819420,.,+,chr19:9819401-9819420(+),chr19:9819045-9819545,Element703,TF,FBXL12,216,PIN1,16023
8447,8447,chr19,9819462,9819481,.,+,chr19:9819462-9819481(+),chr19:9819045-9819545,Element703,TF,FBXL12,216,PIN1,16023
8448,8448,chr19,9819497,9819516,.,+,chr19:9819497-9819516(+),chr19:9819045-9819545,Element703,TF,FBXL12,216,PIN1,16023
8449,8449,chr19,9827516,9827535,.,-,chr19:9827516-9827535(-),chr19:9827467-9827967,Element704,TF,UBL5,201,PIN1,7601
8450,8450,chr19,9827520,9827539,.,-,chr19:9827520-9827539(-),chr19:9827467-9827967,Element704,TF,UBL5,201,PIN1,7601
8451,8451,chr19,9827569,9827588,.,+,chr19:9827569-9827588(+),chr19:9827467-9827967,Element704,TF,UBL5,201,PIN1,7601
8452,8452,chr19,9827636,9827655,.,+,chr19:9827636-9827655(+),chr19:9827467-9827967,Element704,TF,UBL5,201,PIN1,7601
8453,8453,chr19,9827698,9827717,.,+,chr19:9827698-9827717(+),chr19:9827467-9827967,Element704,TF,UBL5,201,PIN1,7601
8454,8454,chr19,9827724,9827743,.,-,chr19:9827724-9827743(-),chr19:9827467-9827967,Element704,TF,UBL5,201,PIN1,7601
8455,8455,chr19,9827771,9827790,.,-,chr19:9827771-9827790(-),chr19:9827467-9827967,Element704,TF,UBL5,201,PIN1,7601
8456,8456,chr19,9827846,9827865,.,+,chr19:9827846-9827865(+),chr19:9827467-9827967,Element704,TF,UBL5,201,PIN1,7601
8457,8457,chr19,9827879,9827898,.,-,chr19:9827879-9827898(-),chr19:9827467-9827967,Element704,TF,UBL5,201,PIN1,7601
8458,8458,chr19,9827928,9827947,.,-,chr19:9827928-9827947(-),chr19:9827467-9827967,Element704,TF,UBL5,201,PIN1,7601
8459,8459,chr19,10835759,10835778,.,+,chr19:10835759-10835778(+),chr19:10835712-10836212,Element705,TF,TMED1,222,SMARCA4,125068
8460,8460,chr19,10835766,10835785,.,-,chr19:10835766-10835785(-),chr19:10835712-10836212,Element705,TF,TMED1,222,SMARCA4,125068
8461,8461,chr19,10835837,10835856,.,-,chr19:10835837-10835856(-),chr19:10835712-10836212,Element705,TF,TMED1,222,SMARCA4,125068
8462,8462,chr19,10835893,10835912,.,-,chr19:10835893-10835912(-),chr19:10835712-10836212,Element705,TF,TMED1,222,SMARCA4,125068
8463,8463,chr19,10835921,10835940,.,-,chr19:10835921-10835940(-),chr19:10835712-10836212,Element705,TF,TMED1,222,SMARCA4,125068
8464,8464,chr19,10835990,10836009,.,+,chr19:10835990-10836009(+),chr19:10835712-10836212,Element705,TF,TMED1,222,SMARCA4,125068
8465,8465,chr19,10836015,10836034,.,+,chr19:10836015-10836034(+),chr19:10835712-10836212,Element705,TF,TMED1,222,SMARCA4,125068
8466,8466,chr19,10836062,10836081,.,+,chr19:10836062-10836081(+),chr19:10835712-10836212,Element705,TF,TMED1,222,SMARCA4,125068
8467,8467,chr19,10836129,10836148,.,-,chr19:10836129-10836148(-),chr19:10835712-10836212,Element705,TF,TMED1,222,SMARCA4,125068
8468,8468,chr19,10836175,10836194,.,-,chr19:10836175-10836194(-),chr19:10835712-10836212,Element705,TF,TMED1,222,SMARCA4,125068
8469,8469,chr19,10881320,10881339,.,-,chr19:10881320-10881339(-),chr19:10881304-10881804,Element706,TF,CARM1,9125,SMARCA4,79476
8470,8470,chr19,10881362,10881381,.,+,chr19:10881362-10881381(+),chr19:10881304-10881804,Element706,TF,CARM1,9125,SMARCA4,79476
8471,8471,chr19,10881415,10881434,.,-,chr19:10881415-10881434(-),chr19:10881304-10881804,Element706,TF,CARM1,9125,SMARCA4,79476
8472,8472,chr19,10881469,10881488,.,+,chr19:10881469-10881488(+),chr19:10881304-10881804,Element706,TF,CARM1,9125,SMARCA4,79476
8473,8473,chr19,10881509,10881528,.,+,chr19:10881509-10881528(+),chr19:10881304-10881804,Element706,TF,CARM1,9125,SMARCA4,79476
8474,8474,chr19,10881590,10881609,.,+,chr19:10881590-10881609(+),chr19:10881304-10881804,Element706,TF,CARM1,9125,SMARCA4,79476
8475,8475,chr19,10881623,10881642,.,+,chr19:10881623-10881642(+),chr19:10881304-10881804,Element706,TF,CARM1,9125,SMARCA4,79476
