,pval_outlier,target_region,target_name
chr17:12716186-12716205(-),0.4637,chr17:12716165-12716665,Element551
chr17:12716218-12716237(-),0.641,chr17:12716165-12716665,Element551
chr17:12716283-12716302(+),0.4637,chr17:12716165-12716665,Element551
chr17:12716320-12716339(+),0.9333,chr17:12716165-12716665,Element551
chr17:12716372-12716391(-),0.9923,chr17:12716165-12716665,Element551
chr17:12716519-12716538(+),0.9996,chr17:12716165-12716665,Element551
chr17:12716579-12716598(+),0.9333,chr17:12716165-12716665,Element551
chr17:12719959-12719978(-),0.9516,chr17:12719933-12720433,Element552
chr17:12720071-12720090(-),0.9915,chr17:12719933-12720433,Element552
chr17:12720089-12720108(-),0.9984,chr17:12719933-12720433,Element552
chr17:12720133-12720152(+),0.9991,chr17:12719933-12720433,Element552
chr17:12720295-12720314(+),1.0,chr17:12719933-12720433,Element552
chr17:12720336-12720355(+),0.9915,chr17:12719933-12720433,Element552
chr17:12720391-12720410(-),0.9305,chr17:12719933-12720433,Element552
chr17:12730956-12730975(+),0.7767,chr17:12730924-12731476,Element553
chr17:12730997-12731016(+),0.9971,chr17:12730924-12731476,Element553
chr17:12731037-12731056(+),0.9971,chr17:12730924-12731476,Element553
chr17:12731211-12731230(+),0.9949,chr17:12730924-12731476,Element553
chr17:12731324-12731343(+),0.6569,chr17:12730924-12731476,Element553
chr17:12731383-12731402(-),0.9999,chr17:12730924-12731476,Element553
chr17:12731434-12731453(+),0.9031,chr17:12730924-12731476,Element553
chr17:12734923-12734942(+),0.9991,chr17:12734829-12735329,Element554
chr17:12734930-12734949(-),0.9998,chr17:12734829-12735329,Element554
chr17:12735002-12735021(-),0.7925,chr17:12734829-12735329,Element554
chr17:12735036-12735055(+),0.2938,chr17:12734829-12735329,Element554
chr17:12735141-12735160(-),0.4637,chr17:12734829-12735329,Element554
chr17:12735185-12735204(+),0.9991,chr17:12734829-12735329,Element554
chr17:12742097-12742116(-),0.9858,chr17:12742064-12742616,Element555
chr17:12742157-12742176(+),0.9991,chr17:12742064-12742616,Element555
chr17:12742280-12742299(+),0.7217,chr17:12742064-12742616,Element555
chr17:12742360-12742379(-),0.8515,chr17:12742064-12742616,Element555
chr17:12742415-12742434(-),0.9751,chr17:12742064-12742616,Element555
chr17:12742449-12742468(-),0.4637,chr17:12742064-12742616,Element555
chr17:12742547-12742566(-),0.9858,chr17:12742064-12742616,Element555
chr17:12744321-12744340(-),0.8264,chr17:12744269-12744769,Element556
chr17:12744394-12744413(+),0.9863,chr17:12744269-12744769,Element556
chr17:12744424-12744443(-),0.2017,chr17:12744269-12744769,Element556
chr17:12744496-12744515(+),0.9949,chr17:12744269-12744769,Element556
chr17:12744598-12744617(-),0.3147,chr17:12744269-12744769,Element556
chr17:12744652-12744671(+),1.0,chr17:12744269-12744769,Element556
chr17:12744687-12744706(-),1.0,chr17:12744269-12744769,Element556
chr17:12744726-12744745(+),0.9971,chr17:12744269-12744769,Element556
chr17:12789572-12789591(-),0.9999,chr17:12789537-12790037,Element557
chr17:12789597-12789616(+),0.9582,chr17:12789537-12790037,Element557
chr17:12789678-12789697(-),0.9858,chr17:12789537-12790037,Element557
chr17:12789696-12789715(+),0.4637,chr17:12789537-12790037,Element557
chr17:12789737-12789756(-),0.2214,chr17:12789537-12790037,Element557
chr17:12789850-12789869(+),0.9582,chr17:12789537-12790037,Element557
chr17:12789897-12789916(+),0.9582,chr17:12789537-12790037,Element557
chr17:38674832-38674851(-),0.7217,chr17:38674760-38675260,Element558
chr17:38674964-38674983(-),1.0,chr17:38674760-38675260,Element558
chr17:38675015-38675034(-),0.9582,chr17:38674760-38675260,Element558
chr17:38675142-38675161(+),0.8515,chr17:38674760-38675260,Element558
chr17:38675164-38675183(+),0.8515,chr17:38674760-38675260,Element558
chr17:38675223-38675242(-),0.9751,chr17:38674760-38675260,Element558
chr17:38702131-38702150(+),0.9031,chr17:38702120-38702620,Element559
chr17:38702194-38702213(-),0.7767,chr17:38702120-38702620,Element559
chr17:38702283-38702302(+),0.6569,chr17:38702120-38702620,Element559
chr17:38702329-38702348(-),0.9999,chr17:38702120-38702620,Element559
chr17:38702463-38702482(+),1.0,chr17:38702120-38702620,Element559
chr17:38702475-38702494(-),0.9863,chr17:38702120-38702620,Element559
chr17:38702536-38702555(+),0.062,chr17:38702120-38702620,Element559
chr17:38702592-38702611(-),0.5193,chr17:38702120-38702620,Element559
chr17:38703746-38703765(-),0.7217,chr17:38703733-38704233,Element560
chr17:38703828-38703847(+),0.9858,chr17:38703733-38704233,Element560
chr17:38703835-38703854(-),0.2214,chr17:38703733-38704233,Element560
chr17:38703934-38703953(-),0.9981,chr17:38703733-38704233,Element560
chr17:38703989-38704008(-),0.1605,chr17:38703733-38704233,Element560
chr17:38704122-38704141(+),0.7925,chr17:38703733-38704233,Element560
chr17:38704138-38704157(-),0.9981,chr17:38703733-38704233,Element560
chr17:38704205-38704224(-),0.9751,chr17:38703733-38704233,Element560
chr17:38704890-38704909(-),0.9915,chr17:38704855-38705355,Element561
chr17:38704914-38704933(-),0.5894,chr17:38704855-38705355,Element561
chr17:38705028-38705047(-),0.9785,chr17:38704855-38705355,Element561
chr17:38705081-38705100(+),0.9516,chr17:38704855-38705355,Element561
chr17:38705112-38705131(+),0.9991,chr17:38704855-38705355,Element561
chr17:38705173-38705192(+),0.9031,chr17:38704855-38705355,Element561
chr17:38705220-38705239(+),0.9785,chr17:38704855-38705355,Element561
chr17:38705259-38705278(+),0.6569,chr17:38704855-38705355,Element561
chr17:38705947-38705966(+),0.9998,chr17:38705938-38706438,Element562
chr17:38706012-38706031(+),1.0,chr17:38705938-38706438,Element562
chr17:38706040-38706059(-),0.9672,chr17:38705938-38706438,Element562
chr17:38706130-38706149(-),0.9516,chr17:38705938-38706438,Element562
chr17:38706142-38706161(-),0.9949,chr17:38705938-38706438,Element562
chr17:38706247-38706266(+),0.7198,chr17:38705938-38706438,Element562
chr17:38706300-38706319(+),0.9984,chr17:38705938-38706438,Element562
chr17:38730631-38730650(-),0.9863,chr17:38730601-38731101,Element563
chr17:38730721-38730740(-),0.9305,chr17:38730601-38731101,Element563
chr17:38730755-38730774(+),0.9949,chr17:38730601-38731101,Element563
chr17:38730818-38730837(+),0.2549,chr17:38730601-38731101,Element563
chr17:38730869-38730888(+),0.8264,chr17:38730601-38731101,Element563
chr17:38730906-38730925(+),0.9991,chr17:38730601-38731101,Element563
chr17:38730956-38730975(+),0.5193,chr17:38730601-38731101,Element563
chr17:38731054-38731073(-),0.9991,chr17:38730601-38731101,Element563
chr17:38749648-38749667(+),0.9924,chr17:38749580-38750080,Element564
chr17:38749690-38749709(-),0.886,chr17:38749580-38750080,Element564
chr17:38749852-38749871(+),0.3818,chr17:38749580-38750080,Element564
chr17:38749881-38749900(+),0.9969,chr17:38749580-38750080,Element564
chr17:38749937-38749956(-),0.9829,chr17:38749580-38750080,Element564
chr17:38750033-38750052(-),0.114,chr17:38749580-38750080,Element564
chr17:38751847-38751866(-),0.9971,chr17:38751698-38752198,Element565
chr17:38751856-38751875(-),0.9516,chr17:38751698-38752198,Element565
chr17:38751903-38751922(-),0.9516,chr17:38751698-38752198,Element565
chr17:38751948-38751967(+),0.9999,chr17:38751698-38752198,Element565
chr17:38752030-38752049(+),1.0,chr17:38751698-38752198,Element565
chr17:38752058-38752077(+),0.8685,chr17:38751698-38752198,Element565
chr17:38752102-38752121(+),0.9031,chr17:38751698-38752198,Element565
chr17:38789154-38789173(-),1.0,chr17:38789070-38789570,Element566
chr17:38789171-38789190(-),0.9582,chr17:38789070-38789570,Element566
chr17:38789242-38789261(-),0.9582,chr17:38789070-38789570,Element566
chr17:38789321-38789340(-),0.9923,chr17:38789070-38789570,Element566
chr17:38789404-38789423(-),0.9333,chr17:38789070-38789570,Element566
chr17:38789531-38789550(-),0.9981,chr17:38789070-38789570,Element566
chr17:38799465-38799484(+),0.9984,chr17:38799430-38799930,Element567
chr17:38799518-38799537(+),1.0,chr17:38799430-38799930,Element567
chr17:38799682-38799701(+),1.0,chr17:38799430-38799930,Element567
chr17:38799780-38799799(-),0.8264,chr17:38799430-38799930,Element567
chr17:38799830-38799849(+),0.8264,chr17:38799430-38799930,Element567
chr17:38799900-38799919(+),0.9999,chr17:38799430-38799930,Element567
chr17:38825014-38825033(-),0.5894,chr17:38825000-38825847,Element568
chr17:38825169-38825188(+),0.9995,chr17:38825000-38825847,Element568
chr17:38825444-38825463(-),0.9305,chr17:38825000-38825847,Element568
chr17:38825532-38825551(-),0.9984,chr17:38825000-38825847,Element568
chr17:38825599-38825618(-),0.9785,chr17:38825000-38825847,Element568
chr17:38825685-38825704(-),1.0,chr17:38825000-38825847,Element568
chr17:38825765-38825784(-),0.9672,chr17:38825000-38825847,Element568
chr17:38853479-38853498(+),0.2735,chr17:38853468-38853968,Element569
chr17:38853525-38853544(+),1.0,chr17:38853468-38853968,Element569
chr17:38853576-38853595(+),0.9283,chr17:38853468-38853968,Element569
chr17:38853628-38853647(-),0.9686,chr17:38853468-38853968,Element569
chr17:38853929-38853948(+),0.988,chr17:38853468-38853968,Element569
chr17:38869522-38869541(+),0.5894,chr17:38869513-38870013,Element570
chr17:38869625-38869644(+),0.9785,chr17:38869513-38870013,Element570
chr17:38869664-38869683(-),1.0,chr17:38869513-38870013,Element570
chr17:38869713-38869732(+),0.9305,chr17:38869513-38870013,Element570
chr17:38869855-38869874(-),0.9863,chr17:38869513-38870013,Element570
chr17:38869869-38869888(-),0.9971,chr17:38869513-38870013,Element570
chr17:38869925-38869944(+),0.9949,chr17:38869513-38870013,Element570
chr17:38870343-38870362(-),0.9984,chr17:38870315-38870815,Element571
chr17:38870377-38870396(+),0.9915,chr17:38870315-38870815,Element571
chr17:38870445-38870464(+),0.9949,chr17:38870315-38870815,Element571
chr17:38870474-38870493(-),0.7767,chr17:38870315-38870815,Element571
chr17:38870526-38870545(+),0.9991,chr17:38870315-38870815,Element571
chr17:38870568-38870587(+),0.7198,chr17:38870315-38870815,Element571
chr17:38870621-38870640(-),0.8685,chr17:38870315-38870815,Element571
chr17:38870707-38870726(-),0.9305,chr17:38870315-38870815,Element571
chr17:38879810-38879829(+),1.0,chr17:38879801-38880301,Element572
chr17:38879887-38879906(-),1.0,chr17:38879801-38880301,Element572
chr17:38879907-38879926(+),1.0,chr17:38879801-38880301,Element572
chr17:38879954-38879973(-),1.0,chr17:38879801-38880301,Element572
chr17:38880024-38880043(-),1.0,chr17:38879801-38880301,Element572
chr17:38880056-38880075(+),1.0,chr17:38879801-38880301,Element572
chr17:38880101-38880120(-),1.0,chr17:38879801-38880301,Element572
chr17:38880189-38880208(-),1.0,chr17:38879801-38880301,Element572
chr17:38880223-38880242(-),1.0,chr17:38879801-38880301,Element572
chr17:38880258-38880277(+),1.0,chr17:38879801-38880301,Element572
chr17:40168231-40168250(-),1.0,chr17:40168213-40168713,Element573
chr17:40168291-40168310(-),1.0,chr17:40168213-40168713,Element573
chr17:40168322-40168341(+),1.0,chr17:40168213-40168713,Element573
chr17:40168390-40168409(-),1.0,chr17:40168213-40168713,Element573
chr17:40168450-40168469(+),1.0,chr17:40168213-40168713,Element573
chr17:40168463-40168482(+),1.0,chr17:40168213-40168713,Element573
chr17:40168525-40168544(-),1.0,chr17:40168213-40168713,Element573
chr17:40168594-40168613(-),1.0,chr17:40168213-40168713,Element573
chr17:40168626-40168645(-),1.0,chr17:40168213-40168713,Element573
chr17:40177376-40177395(+),1.0,chr17:40177326-40177826,Element574
chr17:40177477-40177496(-),0.3147,chr17:40177326-40177826,Element574
chr17:40177553-40177572(-),0.5193,chr17:40177326-40177826,Element574
chr17:40177596-40177615(-),1.0,chr17:40177326-40177826,Element574
chr17:40177630-40177649(-),0.3799,chr17:40177326-40177826,Element574
chr17:40177754-40177773(-),0.9785,chr17:40177326-40177826,Element574
chr17:40177800-40177819(-),0.9863,chr17:40177326-40177826,Element574
chr17:40218576-40218595(+),0.9672,chr17:40218561-40219061,Element575
chr17:40218634-40218653(+),0.9516,chr17:40218561-40219061,Element575
chr17:40218752-40218771(+),0.9949,chr17:40218561-40219061,Element575
chr17:40218787-40218806(+),0.9995,chr17:40218561-40219061,Element575
chr17:40218834-40218853(-),0.9971,chr17:40218561-40219061,Element575
chr17:40218868-40218887(-),0.9984,chr17:40218561-40219061,Element575
chr17:40218964-40218983(+),0.9863,chr17:40218561-40219061,Element575
chr17:40219296-40219315(-),0.1117,chr17:40219267-40219767,Element576
chr17:40219333-40219352(+),0.9923,chr17:40219267-40219767,Element576
chr17:40219401-40219420(+),0.8515,chr17:40219267-40219767,Element576
chr17:40219420-40219439(-),0.8515,chr17:40219267-40219767,Element576
chr17:40219482-40219501(+),0.9923,chr17:40219267-40219767,Element576
chr17:40219519-40219538(+),0.9996,chr17:40219267-40219767,Element576
chr17:40219669-40219688(-),0.9999,chr17:40219267-40219767,Element576
chr17:40306747-40306766(+),0.9971,chr17:40306740-40307240,Element577
chr17:40306806-40306825(-),0.2549,chr17:40306740-40307240,Element577
chr17:40306841-40306860(+),1.0,chr17:40306740-40307240,Element577
chr17:40306949-40306968(+),0.8685,chr17:40306740-40307240,Element577
chr17:40307078-40307097(+),0.9995,chr17:40306740-40307240,Element577
chr17:40307156-40307175(-),0.9991,chr17:40306740-40307240,Element577
chr17:40307202-40307221(+),0.9863,chr17:40306740-40307240,Element577
chr17:40307342-40307361(-),1.0,chr17:40307329-40307829,Element578
chr17:40307413-40307432(+),0.9999,chr17:40307329-40307829,Element578
chr17:40307430-40307449(-),0.9031,chr17:40307329-40307829,Element578
chr17:40307537-40307556(-),0.9971,chr17:40307329-40307829,Element578
chr17:40307608-40307627(-),0.3147,chr17:40307329-40307829,Element578
chr17:40307754-40307773(-),0.9863,chr17:40307329-40307829,Element578
chr17:40307798-40307817(-),0.9863,chr17:40307329-40307829,Element578
chr17:40309014-40309033(-),1.0,chr17:40308972-40309472,Element579
chr17:40309027-40309046(+),1.0,chr17:40308972-40309472,Element579
chr17:40309077-40309096(+),1.0,chr17:40308972-40309472,Element579
chr17:40309125-40309144(+),1.0,chr17:40308972-40309472,Element579
chr17:40309185-40309204(+),1.0,chr17:40308972-40309472,Element579
chr17:40309236-40309255(-),1.0,chr17:40308972-40309472,Element579
chr17:40309304-40309323(-),1.0,chr17:40308972-40309472,Element579
chr17:40309323-40309342(-),1.0,chr17:40308972-40309472,Element579
chr17:40309395-40309414(-),1.0,chr17:40308972-40309472,Element579
chr17:40309433-40309452(-),1.0,chr17:40308972-40309472,Element579
chr17:40316666-40316685(-),0.5894,chr17:40316570-40317070,Element580
chr17:40316697-40316716(-),1.0,chr17:40316570-40317070,Element580
chr17:40316752-40316771(+),0.9672,chr17:40316570-40317070,Element580
chr17:40316770-40316789(+),0.9991,chr17:40316570-40317070,Element580
chr17:40316822-40316841(+),0.9998,chr17:40316570-40317070,Element580
chr17:40316928-40316947(+),0.2549,chr17:40316570-40317070,Element580
chr17:40316978-40316997(+),0.2549,chr17:40316570-40317070,Element580
chr17:40317027-40317046(+),0.9785,chr17:40316570-40317070,Element580
chr17:40317962-40317981(-),0.641,chr17:40317932-40318432,Element581
chr17:40318000-40318019(-),0.9981,chr17:40317932-40318432,Element581
chr17:40318039-40318058(+),0.9858,chr17:40317932-40318432,Element581
chr17:40318088-40318107(+),0.9923,chr17:40317932-40318432,Element581
chr17:40318149-40318168(+),0.2214,chr17:40317932-40318432,Element581
chr17:40318241-40318260(-),0.8982,chr17:40317932-40318432,Element581
chr17:40318362-40318381(+),0.0746,chr17:40317932-40318432,Element581
chr17:40318389-40318408(-),0.9751,chr17:40317932-40318432,Element581
chr17:40341142-40341161(-),0.9915,chr17:40341125-40341625,Element582
chr17:40341218-40341237(+),0.9305,chr17:40341125-40341625,Element582
chr17:40341331-40341350(-),0.9949,chr17:40341125-40341625,Element582
chr17:40341396-40341415(+),0.9305,chr17:40341125-40341625,Element582
chr17:40341430-40341449(-),0.5894,chr17:40341125-40341625,Element582
chr17:40341482-40341501(-),1.0,chr17:40341125-40341625,Element582
chr17:40341532-40341551(+),0.9516,chr17:40341125-40341625,Element582
chr17:40341594-40341613(+),0.3799,chr17:40341125-40341625,Element582
chr17:40341645-40341664(-),0.9996,chr17:40341632-40342132,Element583
chr17:40341683-40341702(+),0.8168,chr17:40341632-40342132,Element583
chr17:40341789-40341808(+),0.6182,chr17:40341632-40342132,Element583
chr17:40341893-40341912(-),0.886,chr17:40341632-40342132,Element583
chr17:40341972-40341991(-),0.2737,chr17:40341632-40342132,Element583
chr17:40342056-40342075(+),0.2737,chr17:40341632-40342132,Element583
chr17:40344952-40344971(-),0.9999,chr17:40344943-40345443,Element584
chr17:40345124-40345143(-),0.9949,chr17:40344943-40345443,Element584
chr17:40345215-40345234(+),0.9995,chr17:40344943-40345443,Element584
chr17:40345249-40345268(+),0.9991,chr17:40344943-40345443,Element584
chr17:40345299-40345318(-),0.9785,chr17:40344943-40345443,Element584
chr17:40345390-40345409(-),0.9863,chr17:40344943-40345443,Element584
chr17:40345399-40345418(+),0.8685,chr17:40344943-40345443,Element584
chr17:40386828-40386847(-),1.0,chr17:40386579-40387079,Element585
chr17:40386836-40386855(-),1.0,chr17:40386579-40387079,Element585
chr17:40422971-40422990(+),1.0,chr17:40422937-40423437,Element586
chr17:40423025-40423044(-),1.0,chr17:40422937-40423437,Element586
chr17:40423065-40423084(+),1.0,chr17:40422937-40423437,Element586
chr17:40423099-40423118(-),1.0,chr17:40422937-40423437,Element586
chr17:40423163-40423182(+),1.0,chr17:40422937-40423437,Element586
chr17:40423189-40423208(-),1.0,chr17:40422937-40423437,Element586
chr17:40423281-40423300(+),1.0,chr17:40422937-40423437,Element586
chr17:40423297-40423316(-),1.0,chr17:40422937-40423437,Element586
chr17:40423360-40423379(+),1.0,chr17:40422937-40423437,Element586
chr17:40443419-40443438(-),0.9516,chr17:40443317-40443817,Element587
chr17:40443504-40443523(+),0.9915,chr17:40443317-40443817,Element587
chr17:40443541-40443560(-),0.8264,chr17:40443317-40443817,Element587
chr17:40443567-40443586(-),0.7198,chr17:40443317-40443817,Element587
chr17:40443649-40443668(-),0.4487,chr17:40443317-40443817,Element587
chr17:40443711-40443730(+),1.0,chr17:40443317-40443817,Element587
chr17:40443726-40443745(-),0.9971,chr17:40443317-40443817,Element587
chr17:40443783-40443802(-),0.3147,chr17:40443317-40443817,Element587
chr17:40458051-40458070(+),1.0,chr17:40458001-40458501,Element588
chr17:40458125-40458144(+),0.6569,chr17:40458001-40458501,Element588
chr17:40458168-40458187(-),0.9031,chr17:40458001-40458501,Element588
chr17:40458203-40458222(+),0.6569,chr17:40458001-40458501,Element588
chr17:40458331-40458350(-),0.9995,chr17:40458001-40458501,Element588
chr17:40458399-40458418(+),0.4487,chr17:40458001-40458501,Element588
chr17:40458402-40458421(+),0.9305,chr17:40458001-40458501,Element588
chr17:40458466-40458485(+),0.9785,chr17:40458001-40458501,Element588
chr17:40463071-40463090(-),0.9969,chr17:40463058-40463558,Element589
chr17:40463162-40463181(-),0.9651,chr17:40463058-40463558,Element589
chr17:40463243-40463262(+),0.3818,chr17:40463058-40463558,Element589
chr17:40463258-40463277(-),0.0657,chr17:40463058-40463558,Element589
chr17:40463309-40463328(-),0.886,chr17:40463058-40463558,Element589
chr17:40463358-40463377(+),0.6182,chr17:40463058-40463558,Element589
chr17:40463411-40463430(-),0.5,chr17:40463058-40463558,Element589
chr17:40474322-40474341(+),0.8515,chr17:40474246-40474746,Element590
chr17:40474412-40474431(-),0.8982,chr17:40474246-40474746,Element590
chr17:40474452-40474471(-),0.7925,chr17:40474246-40474746,Element590
chr17:40474569-40474588(-),0.7925,chr17:40474246-40474746,Element590
chr17:40474605-40474624(+),0.641,chr17:40474246-40474746,Element590
chr17:40474651-40474670(-),0.9999,chr17:40474246-40474746,Element590
chr17:40474709-40474728(+),0.9582,chr17:40474246-40474746,Element590
chr17:40483565-40483584(-),0.8264,chr17:40483502-40484002,Element591
chr17:40483625-40483644(-),1.0,chr17:40483502-40484002,Element591
chr17:40483679-40483698(-),0.9785,chr17:40483502-40484002,Element591
chr17:40483743-40483762(+),0.9031,chr17:40483502-40484002,Element591
chr17:40483781-40483800(-),0.9991,chr17:40483502-40484002,Element591
chr17:40483922-40483941(+),0.9971,chr17:40483502-40484002,Element591
chr17:40483962-40483981(-),0.9999,chr17:40483502-40484002,Element591
chr17:40490320-40490339(-),0.3147,chr17:40490304-40490804,Element592
chr17:40490372-40490391(-),0.9516,chr17:40490304-40490804,Element592
chr17:40490419-40490438(-),0.9863,chr17:40490304-40490804,Element592
chr17:40490458-40490477(-),0.9915,chr17:40490304-40490804,Element592
chr17:40490520-40490539(-),1.0,chr17:40490304-40490804,Element592
chr17:40490617-40490636(+),0.8264,chr17:40490304-40490804,Element592
chr17:40490656-40490675(+),0.2549,chr17:40490304-40490804,Element592
chr17:40490728-40490747(+),0.9991,chr17:40490304-40490804,Element592
chr17:42423067-42423086(-),0.9923,chr17:42423050-42423550,Element593
chr17:42423112-42423131(-),0.9333,chr17:42423050-42423550,Element593
chr17:42423282-42423301(+),0.9582,chr17:42423050-42423550,Element593
chr17:42423300-42423319(+),0.9333,chr17:42423050-42423550,Element593
chr17:42423351-42423370(-),0.9923,chr17:42423050-42423550,Element593
chr17:42423450-42423469(+),0.9961,chr17:42423050-42423550,Element593
chr17:42458600-42458619(-),1.0,chr17:42458589-42459089,Element594
chr17:42458692-42458711(-),0.3799,chr17:42458589-42459089,Element594
chr17:42458758-42458777(-),0.0864,chr17:42458589-42459089,Element594
chr17:42458884-42458903(+),0.2549,chr17:42458589-42459089,Element594
chr17:42458903-42458922(-),0.8685,chr17:42458589-42459089,Element594
chr17:42458942-42458961(+),0.7767,chr17:42458589-42459089,Element594
chr17:42458996-42459015(+),1.0,chr17:42458589-42459089,Element594
chr17:42459039-42459058(+),0.9971,chr17:42458589-42459089,Element594
chr17:42520025-42520044(+),0.9998,chr17:42519930-42520430,Element595
chr17:42520052-42520071(-),0.1175,chr17:42519930-42520430,Element595
chr17:42520138-42520157(+),0.1175,chr17:42519930-42520430,Element595
chr17:42520190-42520209(-),1.0,chr17:42519930-42520430,Element595
chr17:42520275-42520294(+),0.9672,chr17:42519930-42520430,Element595
chr17:42520308-42520327(-),0.9785,chr17:42519930-42520430,Element595
chr17:42520345-42520364(+),1.0,chr17:42519930-42520430,Element595
chr17:42530895-42530914(-),0.9686,chr17:42530830-42531330,Element596
chr17:42530943-42530962(-),0.9686,chr17:42530830-42531330,Element596
chr17:42530988-42531007(+),0.988,chr17:42530830-42531330,Element596
chr17:42531225-42531244(-),0.9686,chr17:42530830-42531330,Element596
chr17:42531242-42531261(-),0.9686,chr17:42530830-42531330,Element596
chr17:42536185-42536204(-),0.9343,chr17:42536174-42536674,Element597
chr17:42536366-42536385(-),0.1832,chr17:42536174-42536674,Element597
chr17:42536403-42536422(-),0.9999,chr17:42536174-42536674,Element597
chr17:42536503-42536522(+),0.9969,chr17:42536174-42536674,Element597
chr17:42536586-42536605(+),0.886,chr17:42536174-42536674,Element597
chr17:42548250-42548269(+),0.0657,chr17:42548178-42548678,Element598
chr17:42548293-42548312(-),0.7263,chr17:42548178-42548678,Element598
chr17:42548410-42548429(+),0.9988,chr17:42548178-42548678,Element598
chr17:42548484-42548503(-),0.9924,chr17:42548178-42548678,Element598
chr17:42548587-42548606(-),0.9924,chr17:42548178-42548678,Element598
chr17:42554502-42554521(-),0.9658,chr17:42554487-42554987,Element599
chr17:42554549-42554568(+),0.3697,chr17:42554487-42554987,Element599
chr17:42554607-42554626(+),0.2203,chr17:42554487-42554987,Element599
chr17:42554658-42554677(-),0.7028,chr17:42554487-42554987,Element599
chr17:42554737-42554756(-),0.918,chr17:42554487-42554987,Element599
chr17:42554796-42554815(-),0.2203,chr17:42554487-42554987,Element599
chr17:42556068-42556087(-),0.9863,chr17:42556048-42556548,Element600
chr17:42556135-42556154(+),0.9785,chr17:42556048-42556548,Element600
chr17:42556200-42556219(+),0.9915,chr17:42556048-42556548,Element600
chr17:42556266-42556285(+),0.9991,chr17:42556048-42556548,Element600
chr17:42556352-42556371(+),0.3799,chr17:42556048-42556548,Element600
chr17:42556399-42556418(-),0.3147,chr17:42556048-42556548,Element600
chr17:42556464-42556483(+),0.8685,chr17:42556048-42556548,Element600
chr17:42556514-42556533(+),0.9915,chr17:42556048-42556548,Element600
chr17:42561858-42561877(+),0.7198,chr17:42561831-42562331,Element601
chr17:42561944-42561963(+),0.9995,chr17:42561831-42562331,Element601
chr17:42561982-42562001(-),0.9991,chr17:42561831-42562331,Element601
chr17:42562081-42562100(-),0.9785,chr17:42561831-42562331,Element601
chr17:42562132-42562151(-),0.7767,chr17:42561831-42562331,Element601
chr17:42562183-42562202(-),0.7198,chr17:42561831-42562331,Element601
chr17:42562234-42562253(-),0.1175,chr17:42561831-42562331,Element601
chr17:42562287-42562306(-),1.0,chr17:42561831-42562331,Element601
chr17:42566814-42566833(+),0.0864,chr17:42566792-42567292,Element602
chr17:42566844-42566863(-),0.9999,chr17:42566792-42567292,Element602
chr17:42566907-42566926(+),0.9999,chr17:42566792-42567292,Element602
chr17:42567011-42567030(+),0.9516,chr17:42566792-42567292,Element602
chr17:42567064-42567083(-),1.0,chr17:42566792-42567292,Element602
chr17:42567093-42567112(-),0.6569,chr17:42566792-42567292,Element602
chr17:42567156-42567175(-),0.9305,chr17:42566792-42567292,Element602
chr17:42567206-42567225(+),0.5894,chr17:42566792-42567292,Element602
chr17:42577558-42577577(+),0.9031,chr17:42577551-42578051,Element603
chr17:42577754-42577773(+),1.0,chr17:42577551-42578051,Element603
chr17:42577819-42577838(-),0.8685,chr17:42577551-42578051,Element603
chr17:42577863-42577882(+),0.9863,chr17:42577551-42578051,Element603
chr17:42577969-42577988(-),0.9991,chr17:42577551-42578051,Element603
chr17:42578016-42578035(-),0.9863,chr17:42577551-42578051,Element603
chr17:42578353-42578372(+),0.9858,chr17:42578294-42578794,Element604
chr17:42578422-42578441(+),0.9923,chr17:42578294-42578794,Element604
chr17:42578457-42578476(-),0.1605,chr17:42578294-42578794,Element604
chr17:42578553-42578572(-),0.7925,chr17:42578294-42578794,Element604
chr17:42578692-42578711(+),0.9981,chr17:42578294-42578794,Element604
chr17:42578702-42578721(+),0.9333,chr17:42578294-42578794,Element604
chr17:42578747-42578766(-),0.9923,chr17:42578294-42578794,Element604
chr17:42609240-42609259(+),0.9516,chr17:42609210-42609710,Element605
chr17:42609265-42609284(-),0.9516,chr17:42609210-42609710,Element605
chr17:42609329-42609348(-),0.9516,chr17:42609210-42609710,Element605
chr17:42609381-42609400(+),0.8264,chr17:42609210-42609710,Element605
chr17:42609422-42609441(+),1.0,chr17:42609210-42609710,Element605
chr17:42609485-42609504(+),0.9031,chr17:42609210-42609710,Element605
chr17:42609527-42609546(-),0.8685,chr17:42609210-42609710,Element605
chr17:42609574-42609593(-),0.7767,chr17:42609210-42609710,Element605
chr17:42618559-42618578(-),0.9305,chr17:42618498-42618998,Element606
chr17:42618608-42618627(+),1.0,chr17:42618498-42618998,Element606
chr17:42618663-42618682(+),0.6569,chr17:42618498-42618998,Element606
chr17:42618721-42618740(-),0.2017,chr17:42618498-42618998,Element606
chr17:42618764-42618783(-),0.9991,chr17:42618498-42618998,Element606
chr17:42618804-42618823(-),0.3147,chr17:42618498-42618998,Element606
chr17:42618955-42618974(+),0.9984,chr17:42618498-42618998,Element606
chr17:42653639-42653658(+),1.0,chr17:42653616-42654116,Element607
chr17:42653669-42653688(+),1.0,chr17:42653616-42654116,Element607
chr17:42653718-42653737(+),1.0,chr17:42653616-42654116,Element607
chr17:42653812-42653831(+),1.0,chr17:42653616-42654116,Element607
chr17:42653841-42653860(+),1.0,chr17:42653616-42654116,Element607
